"V1","V2","V3","V4"
1.30959478430644,0,0,0
0.000542263866672636,0,0,0
0.97896393519656,0,0,0
0.0356299359019117,0,0,0
0.197888195927999,0,0,0
0.628736864111952,0,0,0
0.488999390139337,0,0,0
0.0758659568879083,0,0,0
0.0877273418341205,0,0,0
0.153813288444529,0,0,0
0.305834722788514,0,0,0
0.471917851782499,0,0,0
0.292887185179298,0,0,0
0.341858138060238,0,0,0
0.0339143038328438,0,0,0
0.0693743589495622,0,0,0
0.194152456138893,0,0,0
0.287827265906595,0,0,0
0.800507256828564,0,0,0
0.798637260001149,0,0,0
0.00501011737562488,0,0,0
0.429314558542109,0,0,0
1.01633797727434,0,0,0
0.190705571249126,0,0,0
0.00315320742289743,0,0,0
0,1.90124035304468,0,0
0,4.08594880841897,0,0
0,0.29102125130418,0,0
0,0.151339832623648,0,0
0,1.3069069281754,0,0
0,1.39115883311997,0,0
0,1.65672556235398,0,0
0,0.408399481904726,0,0
0,2.46249628734987,0,0
0,2.33983572362233,0,0
0,1.83933156275825,0,0
0,5.56323327579608,0,0
0,3.99639747860791,0,0
0,1.17791025005061,0,0
0,4.95490652953053,0,0
0,2.13899086654692,0,0
0,0.412753761781116,0,0
0,6.16797369025867,0,0
0,1.64894485790474,0,0
0,3.35761384108195,0,0
0,0.695857074507399,0,0
0,0.713181501901489,0,0
0,6.48036590528672,0,0
0,3.04690357843293,0,0
0,2.31178409898494,0,0
1.28845266298674,2.5731167975461,0,0
0.807506791560595,3.65188976682294,0,0
2.3028477927951,2.47418799570778,0,0
4.63840371340841,7.00256155513516,0,0
0.685074186480496,1.30056728042487,0,0
0.772176574894433,1.58636854718359,0,0
0.37822258008623,2.27691079405384,0,0
0.986843441649861,1.85359651065208,0,0
0.542425176206626,1.11131196734297,0,0
2.12587898364073,1.3447690378268,0,0
0.0655888179548305,1.98334599598143,0,0
1.07066648261604,1.31710729928651,0,0
0.286565834728964,1.3237613755639,0,0
0.732820484256026,0.588172163630519,0,0
0.346602862426177,2.52295524174899,0,0
0.786299633693717,4.52767748595684,0,0
0.820689645786669,2.69448412018757,0,0
2.8759625116073,4.84932331340432,0,0
0.986047763610515,3.35368911990875,0,0
0.0678390298234302,3.63375287240688,0,0
0.0494461431132505,1.74612425174492,0,0
1.3400524500795,1.14767430735849,0,0
2.05319126100282,1.69946781352566,0,0
2.05454850076812,1.50509538526902,0,0
0.247832026518102,1.02614395236847,0,0
0,0,0.0917771519157693,0
0,0,0.684567696876155,0
0,0,1.87006127996078,0
0,0,1.55163491385792,0
0,0,1.95698018983382,0
0,0,0.687872215112324,0
0,0,0.325556328657954,0
0,0,1.52907580298923,0
0,0,0.224093350812607,0
0,0,1.25673956647949,0
