"V1","V2","V3"
0.771729642722525,0,0
0.0983882802164016,0,0
1.56326939897151,0,0
1.2545079832428,0,0
0.353892085858257,0,0
1.48287959444059,0,0
0.300428072589398,0,0
0.023507697718834,0,0
0.401991918388108,0,0
0.233214164590554,0,0
1.82031449869384,0,0
0.183315373760137,0,0
0.000453021104466792,0,0
0.0101914670908939,0,0
0.197323104699979,0,0
0.198373923700361,0,0
0.00123531268551492,0,0
0.864640528799707,0,0
0.467069084118447,0,0
1.37089041144967,0,0
0.0861287511881693,0,0
0.166238285462132,0,0
0.000858240591179824,0,0
0.071572076097133,0,0
0.202397029414275,0,0
0.0428345029424662,0,0
0.339302979050303,0,0
0.0505420155873788,0,0
0.253383077455498,0,0
0.145860677665309,0,0
0.199843548686615,0,0
1.70979174080783,0,0
0.000723948810232561,0,0
0.00125393207190485,0,0
0.223167322691266,0,0
0.000950869144304049,0,0
0.634512933686734,0,0
0.454539917848925,0,0
0.593520499978487,0,0
0.0136598688785781,0,0
0.225104817216567,0,0
0.196973837611309,0,0
0.384867579409449,0,0
0.431989925753442,0,0
0.00425343120616686,0,0
7.47575482739922e-05,0,0
0.12475973053935,0,0
0.0621048965071841,0,0
0.102279431053246,0,0
0.127745932960285,0,0
0,1.2165333060081,0
0,5.2824327342418,0
0,0.204917234719512,0
0,0.229194163233006,0
0,0.21683707889648,0
0,0.529901608781084,0
0,0.382684756336837,0
0,0.905456821051762,0
0,0.412550732384543,0
0,0.475940611840969,0
0,0.323774713639291,0
0,3.89534886540592,0
0,0.618057654172488,0
0,1.17316273149556,0
0,0.243290409680303,0
0,1.99701582005647,0
0,0.723296376437871,0
0,0.445096255708404,0
0,0.304601840480019,0
0,0.0368732463960544,0
0,1.25821825850597,0
0,0.638053992988133,0
0,1.89581308533145,0
0,1.71157391375142,0
0,1.30650513525736,0
0,0.421062601254672,0
0,1.13525731815132,0
0,0.041111067468835,0
0,0.675719686576727,0
0,1.36047043176587,0
0,0.360082786389276,0
0,0.139247164222332,0
0,0.0855762840838611,0
0,0.154190527540365,0
0,0.126368773176332,0
0,0.45904769481414,0
0,0.501462673403648,0
0,0.544014783016811,0
0,0.0238973382654989,0
0,1.97056818169911,0
0,2.23504503501302,0
0,0.726932372311023,0
0,1.15965273385572,0
0,0.00629158900420354,0
0,1.54913916664813,0
0,1.24602305659831,0
0,0.446805897193503,0
0,2.42383174439602,0
0,0.736108204491774,0
0,0.532765362157866,0
0.756839394818267,1.34141879812789,0
0.247477983099281,0.127901771503423,0
0.0987114525078494,0.316428420708745,0
0.303396967576769,0.755289233285189,0
0.693120868702366,0.129401051963479,0
1.62457293274396,0.981734930182644,0
1.05161404000087,0.503149705439263,0
3.02287500104817,0.753582552813334,0
1.8489726150246,0.118831625196641,0
1.71614213308685,2.67177408109667,0
0.637787673850778,0.0434153455271818,0
0.851124975820944,1.79668987153915,0
2.81274374253793,0.253092468835571,0
6.45153380897281,0.401171565711348,0
0.0683117891498795,0.513621911647394,0
6.40599647451516,1.23461319394884,0
0.196570431253823,2.11114003133821,0
0.374574401783973,0.129856572746264,0
0.107717467531032,2.18861161300321,0
1.40333441961749,2.16362836160746,0
1.46928083016441,0.89962213246628,0
0.765414265266821,0.47953915622397,0
0.399870916880452,0.591164278289953,0
2.82483704854479,0.593537078160031,0
1.48346371445538,0.844266208408298,0
2.77936036046689,0.0571522970385752,0
2.0420198329812,1.14483368156957,0
0.721864095767176,0.507501083511969,0
1.38935201492318,0.708490020771692,0
0.340263063174407,0.0136897188400683,0
0.906704839776393,0.176508413896082,0
1.64551278457967,2.11759851563088,0
0.519038540918287,1.59118295414256,0
0.12576737112921,2.20502879506546,0
0.784904316398642,1.2443042509455,0
0.1775272390688,0.285149279533769,0
0.0378870966876725,1.61750260620067,0
0.802683635187053,2.88362040479019,0
0.412874837571661,1.74352461862668,0
1.35429364535469,0.60308149935869,0
0.59092933785085,1.29878368607259,0
0.27718717687182,0.592711622827636,0
1.45798388306543,2.00293218487717,0
0.279036945275555,2.35726480500321,0
0.592109928592602,0.546189316195049,0
0.471057750039472,0.98486565603659,0
0.136598860284877,1.38432447040502,0
3.05801065949996,0.16308925527479,0
0.528687516540078,0.429234399202207,0
0.0605346501167493,0.625507156637178,0
0,0,1.34791890602292
0,0,3.2909697387298
0,0,2.89171088410857
0,0,1.63507380517237
0,0,4.070865384109
0,0,2.6823731911219
0,0,0.596032595888891
0,0,3.33611976258812
0,0,3.87564947653269
0,0,2.54139431024846
0,0,2.59665875910089
0,0,1.27075721472429
0,0,2.90594414976276
0,0,0.346858503944688
0,0,1.89650571456688
0,0,1.69607545074904
0,0,2.38864635865784
0,0,1.86101529233237
0,0,3.12055750375795
0,0,1.00148358221888
0,0,1.96211406176652
0,0,0.682771250232342
0,0,2.60992609339312
0,0,2.20893468600628
0,0,3.31552612126052
0,0,3.7891136670701
0,0,0.250375832304621
0,0,3.46539643782292
0,0,1.77415879814746
0,0,0.757854215390727
0,0,1.65157884595015
0,0,2.42202840627207
0,0,0.820728285534195
0,0,0.987297317336642
0,0,2.60449996627153
0,0,2.59562975074183
0,0,0.397065399676588
0,0,3.80110165716239
0,0,1.57238704101386
0,0,2.9286264711189
0,0,0.416559152472422
0,0,2.07061657918371
0,0,0.490457841161993
0,0,4.58700151827621
0,0,0.754687307732094
0,0,0.453507570693794
0,0,1.07603346133074
0,0,0.611820472087319
0,0,1.36239953820902
0,0,0.55398461336904
0.0154716780047076,0,6.09018222881237
