"V1","V2","V3"
52.9975866776371,0,0
50.1804065594754,0,0
49.1951182677479,0,0
47.0842070274616,0,0
68.7120244196691,0,0
52.6261188912503,0,0
43.5935094659753,0,0
63.6934379385932,0,0
43.427811059061,0,0
50.2206675494398,0,0
59.1515057852258,0,0
50.6886584863416,0,0
59.9959114778941,0,0
48.0949882094356,0,0
49.819048231722,0,0
55.6253224444363,0,0
50.7850755853352,0,0
65.3806059625722,0,0
58.3005605972132,0,0
57.7950965536842,0,0
48.6401268597155,0,0
42.6858519275386,0,0
45.4499941716542,0,0
70.5545833240493,0,0
53.2694095221563,0,0
0,55.8634829080142,0
0,51.9424620171956,0
0,56.9296800862758,0
0,42.0407119391335,0
0,68.6132390919988,0
0,60.2080492539633,0
0,61.6168885126773,0
0,43.957253543017,0
0,48.2966022239754,0
0,42.4069691857512,0
0,51.846628689915,0
0,63.6481972563173,0
0,47.0959289701569,0
0,60.7897264517046,0
0,52.3787174811518,0
0,55.4532554441827,0
0,47.3318446172099,0
0,59.6923827066126,0
0,66.2747559163544,0
0,45.0725027226957,0
0,45.3974723499958,0
0,49.0038080307425,0
0,55.5083006160598,0
0,65.4501227776923,0
0,64.62524107936,0
31.6116837073554,40.3320120281206,0
31.418041195821,34.1374636370645,0
33.4220536493227,36.4223729737177,0
33.7136956527425,25.3911547617375,0
26.0383312102315,37.9227254516815,0
25.5937556780559,24.4571677844239,0
24.7575754392418,22.1413024547496,0
35.1318553047841,29.9764722503994,0
27.1398755956089,30.247356126359,0
24.8514617572708,44.7118879778936,0
25.3072608179246,41.1480284965683,0
36.4353463226542,41.2233041852519,0
32.0074487984499,37.4599359696554,0
33.4686401458736,25.6572024048817,0
34.8055274706272,26.3447113263384,0
27.397879143213,28.0864848982588,0
32.9146494912407,36.9943209900989,0
34.2926387788183,33.3581045983261,0
33.0976228013166,37.0798291233618,0
33.9747451569961,30.5897692726035,0
36.896519502138,33.1709872694263,0
31.0833779031408,34.1904544834037,0
27.2558679115689,36.0092242143284,0
44.1918408625703,32.5708899277101,0
31.1005727349122,22.2294578326678,0
0,0,24.6162399542066
0,0,39.4720119234152
0,0,27.1409516197157
0,0,45.6431804479181
0,0,30.353445204143
0,0,35.9579388448131
0,0,18.3768964936969
0,0,27.8988435651276
0,0,34.7073224237692
0,0,31.7020271479711
0,0,27.3280731354813
0,0,32.3549037121134
0,0,31.5408015794853
0,0,39.6060945088047
0,0,28.390972307161
0,0,34.8570119850593
0,0,31.9026300131654
0,0,35.2119982333864
0,0,27.4191614364431
0,0,20.495779383206
0,0,22.261992284543
0,0,32.5612215050228
0,0,25.8366701528433
0,0,34.9157915480725
0,0,29.2259971649651
46.5990729961699,0,2.37403089054638
61.8862510522658,0,3.72458200614885
58.4410590350353,0,4.43490321342356
51.4401561752814,0,2.40921271906565
37.2095100072378,0,4.46890030402297
44.3755876644253,0,5.00343387899509
58.6509818832712,0,3.60878800195829
