"V1","V2","V3","V4"
0,0,0,5.94608575814699
0,0,0,3.39173105219589
0,0,0,3.02234732199212
0,0,0,4.68067018437456
0,0,0,7.23745329044642
0,0,0,1.7033381018287
0,0,0,4.91389859129512
0,0,0,2.99856278988707
0,0,0,1.79750399684818
0,0,0,3.90022473017932
0,0,0,6.01947844257196
0,0,0,7.12460441601238
0,0,0,8.74422594438913
0,0,0,6.09816569454552
0,0,0,2.45965023095667
0,0,0,3.86095914932475
0,0,0,5.60144826044488
0,0,0,4.42609013245189
0,0,0,5.91817916645519
0,0,0,2.87093177201669
0,0,0,4.62852591477994
0,0,0,6.92316002537236
0,0,0,12.2396328998195
0,0,0,2.85019480929228
0,0,0,4.27500438698025
0,0,0,3.40504539540323
0,0,0,2.47345512704352
0,0,0,3.40760148625988
0,0,0,5.85234850851189
0,0,0,3.93861173026199
0,0,0,2.56271370675456
0,0,0,3.30607531276081
0,0,0,3.29306084954388
0,0,0,4.26718653727903
0,0,0,3.85867085254597
0,0,0,4.87504931909222
0,0,0,3.40092343037319
0,0,0,6.42090982743474
0,0,0,3.20652877281843
0,0,0,1.32747375154504
0,0,0,2.0951544127407
0,0,0,3.98808573848654
0,0,0,1.72743591696447
0,0,0,6.55218076392989
0,0,0,1.65340237248406
0,0,0,4.13764847469419
0,0,0,2.62413508707734
0,0,0,3.24405850852405
0,0,0,5.44174410612362
0,0,0,2.56932574960618
0,0,0,2.52657710650281
0,0,0,2.87864391084972
0,0,0,1.54504541501458
0,0,0,7.39450211555308
0,0,0,4.67506283021385
0,0,0,5.35900656880724
0,0,0,2.31184813425268
0,0,0,2.20465732364829
0,0,0,2.80945365806414
0,0,0,2.57481119856715
0,0,0,1.87184615297597
0,0,0,1.27787159262236
0,0,0,6.23522208874102
0,0,0,4.16917489841186
0,0,0,2.13198220150133
0,0,0,3.63251265155952
0,0,0,2.88960035176188
0,0,0,4.4330008657958
0,0,0,6.57539156694924
0,0,0,2.66736174542031
0,0,0,4.35308176856785
0,0,0,2.74415823272288
0,0,0,1.69580035033783
0,0,0,2.10396664760249
0,0,0,5.36737342376504
0,0,0,4.94426429574643
0,0,0,6.1269640104169
0,0,0,4.7839096373385
0,0,0,2.40350581636505
0,0,0,12.3812827746078
0,0,0,2.30571247627124
0,0,0,6.17601215769727
0,0,0,1.85989177781228
0,0,0,2.81720302552393
0,0,0,3.80981585467983
0,0,0,4.09138678507327
0,0,0,2.70399738063328
0,0,0,1.38855785389209
0,0,0,2.81384658988149
0,0,0,2.11885063142708
0,0,0,4.80446159581775
0,0,0,3.78253639989829
0,0,0,5.34127601506231
0,0,0,2.80211622986757
0,0,0,1.93805719141292
0,0,0,5.30567462207265
0,0,0,3.49646155951695
0,0,0,4.41692502613312
0,0,0,4.17864040855499
0,0,0,2.89243670983269
0,0,0,2.25034639726714
0,0,0,4.46447023454937
0,0,0,1.70245473863105
0,0,0,4.01762091944487
0,0,0,3.49568153694035
0,0,0,1.72389729270848
0,0,0,6.09371817762342
0,0,0,3.44959327987024
0,0,0,2.58197659671931
0,0,0,2.27690754382467
0,0,0,4.98283661774115
0,0,0,2.45366792344988
0,0,0,5.58714789802902
0,0,0,4.64153997295986
0,0,0,6.63610793832699
0,0,0,7.36008952649314
0,0,0,1.57664894945479
0,0,0,0.921774398480244
0,0,0,3.46761994500575
0,0,0,3.07511235490423
0,0,0,2.31902902252765
0,0,0,4.66296533172277
0,0,0,11.4248050329308
0,0,0,3.47655803012861
0,0,0,5.46623293328826
0,0,0,2.21301518540089
0,0,0,4.33037941091164
0,0,0,2.45516546561591
0,0,0,1.84462225838602
0,0,0,2.38852377923345
0,0,0,2.30549141888033
0,0,0,6.93354025978149
0,0,0,3.83468936496615
0,0,0,9.26925779783405
0,0,0,2.11908924818215
0,0,0,3.04786496762668
0,0,0,2.61914591106577
0,0,0,2.51546197613721
0,0,0,4.17011024261604
0,0,0,6.34201233226185
0,0,0,2.56812995903149
0,0,0,4.00799419226046
0,0,0,3.91500092755769
0,0,0,4.30488351018624
0,0,0,1.76597056820401
0,0,0,3.92076556398394
0,0,0,4.87461629767999
0,0,0,3.58985185343452
0,0,0,0.518673296189114
0,0,0,2.5225944051856
0,0,0,0.671132456709013
0,0,0,4.00783008236754
0,0,0,6.44398936486941
0,0,0,4.33982406285516
0,0,0,2.24094542527245
0,0,0,7.36443030936102
0,0,0,3.87701239451796
0,0,0,3.89887528123887
0,0,0,2.28137368080821
0,0,0,2.48364798246598
0,0,0,3.47307866535665
0,0,0,6.37235409999901
0,0,0,4.48219291163048
0,0,0,3.36213116985698
0,0,0,6.12719257476784
0,0,0,5.34505307738412
0,0,0,1.8286517621888
0,0,0,2.61734183098398
0,0,0,7.29637087708486
0,0,0,1.4525778718013
0,0,0,4.64769351030906
0,0,0,4.57998711425871
0,0,0,7.94529543373567
0,0,0,5.36803980730597
0,0,0,3.85654633221869
0,0,0,3.82351490962741
0,0,0,4.56857164581322
0,0,0,1.57187654669236
0,0,0,3.76096722994302
0,0,0,1.42408600901551
0,0,0,1.54886642646068
0,0,0,1.70289776923225
0,0,0,7.77988418443222
0,0,0,8.03056522225494
0,0,0,3.87647508350102
0,0,0,5.19540169967499
0,0,0,4.68316361428543
0,0,0,7.80947906982946
0,0,0,4.39453785522721
0,0,0,4.5529847552158
0,0,0,1.5477887105609
0,0,0,3.94051047153383
0,0,0,1.6406665803571
0,0,0,4.97975398446033
0,0,0,5.94520668525911
0,0,0,3.25667235128057
0,0,0,7.25150293073202
0,0,0,6.13247785143145
0,0,0,5.63907799089824
0,0,0,1.66712595209023
0,0,0,3.77954090752715
0,0,0,8.49290421675092
