"V1","V2","V3","V4"
0,0,0,0.570395282538542
0,0,0,0.164280042424543
0,0,0,1.12388489079044
0,0,0,4.31313783206515
0,0,0,0.573304432964333
0,0,0,1.09901381007641
0,0,0,3.09035964018733
0,0,0,1.13737072191074
0,0,0,3.21785134530982
0,0,0,48.4627775654344
0,0,0,1.65622306244911
0,0,0,12.585114275993
0,0,0,5.81546915898019
0,0,0,3.71396754018344
0,0,0,0.579125792839493
0,0,0,5.10547133368639
0,0,0,5.02898037788266
0,0,0,0.17530604279906
0,0,0,2.57746052000718
0,0,0,1.42988518241223
0,0,2.50157200805669,0
0,0,0.711648201455426,0
0,0,2.02925991009526,0
0,0,0.688272351972129,0
0,0,1.45171224147612,0
0,0,0.439208969752832,0
0,0,0.206823504121283,0
0,0,2.35810622003909,0
0,0,4.41314714087351,0
0,0,0.796508251688729,0
0,0,8.97456209876647,0
0,0,3.19819936131624,0
0,0,0.7677831000256,0
0,0,5.24889127286138,0
0,0,0.224849063211436,0
0,0,8.4837488993822,0
0,0,0.355959229067622,0
0,0,0.35907216657657,0
0,0,1.28783298218291,0
0,0,0.373963199082734,0
0,0,5.0408312762531,36.5994069097782
0,0,3.59872326634156,0.945484906489295
0,0,5.7646584474265,0.717076044705007
0,0,16.7503688146795,0.326748778126544
0,0,1.66738558920078,1.01019151471993
0,0,1.08907601902404,0.435727623478056
0,0,1.49289923620407,2.44161019270752
0,0,25.4582828672805,2.76835793751869
0,0,2.84768627695631,1.14402211852705
0,0,2.60038841412717,14.877395177353
0,0,0.452426452905921,2.43467639907322
0,0,4.4542587746805,0.600619935185819
0,0,17.5291056415431,1.20526064289491
0,0,1.3057304536133,0.227195269161113
0,0,0.61933554109763,11.2845374937966
0,0,1.96548774414618,8.31576290429099
0,0,0.261937448001471,0.517991159603285
0,0,9.47205487298482,0.554912461623983
0,0,0.764243436770493,0.686648762725575
0,0,4.43607863484129,3.82412946894154
0,1.25040107130511,0,0
0,1.14773652410131,0,0
0,0.365773824145551,0,0
0,0.267795420179062,0,0
0,1.15946234799504,0,0
0,0.32316059471489,0,0
0,0.736142486547424,0,0
0,1.99176355889683,0,0
0,1.0018936446776,0,0
0,0.142602087139802,0,0
0,1.52034663666447,0,0
0,0.419618989207207,0,0
0,0.392222041904459,0,0
0,0.378729495944578,0,0
0,0.339939719207845,0,0
0,0.766166834444631,0,0
0,0.284727839134384,0,0
0,1.22350417265305,0,0
0,4.36277875663521,0,0
0,4.74237149225772,0,0
0,5.70898402372417,0,0.436386854804721
0,0.948715390004385,0,0.224150393984821
0,0.816917172778097,0,1.49314315350767
0,0.421877635854725,0,1.20303416797183
0,0.597994437853277,0,1.14759054972088
0,0.837764008969107,0,0.206612230328616
0,0.213881507132034,0,2.33018911567932
0,0.596051971947236,0,0.13129150750368
0,1.36740044790333,0,2.43225996080627
0,0.861232272602021,0,0.942886056810459
0,5.71976424263601,0,3.1967313805355
0,0.895604692311503,0,0.216967282493078
0,16.972905309548,0,1.8225599497122
0,7.70190790268172,0,1.73498189400181
0,1.09784409102473,0,2.84645817995198
0,1.38978496802437,0,0.409245141753482
0,0.267153274875156,0,1.05623575429689
0,1.17220701448591,0,6.1668028883838
0,0.164877049513803,0,1.70983064417811
0,0.796545714479003,0,2.83118319202569
0,0.526691997630618,7.49217898384932,0
0,1.14327365960123,0.402597677665396,0
0,1.78480676991333,0.190755327763946,0
0,0.379922775145725,3.74339578433274,0
0,1.54806290304469,0.564786353399696,0
0,0.277789347545313,5.75016605077789,0
0,1.15740819654577,2.52730135236851,0
0,0.17507886013654,5.8676088829621,0
0,1.4957858704255,7.48852748902966,0
0,1.47733978671836,0.231509180020507,0
0,1.06418252682359,3.46625054417456,0
0,0.294684903927624,0.556852633863491,0
0,0.331117654646652,0.441681428523902,0
0,2.38977486934449,0.244052197763595,0
0,1.07438129057625,0.759345246968856,0
0,0.184448803111927,1.28734087699873,0
0,2.7483076914987,2.15732869040675,0
0,2.60797870111934,0.86621081641042,0
0,1.01181517019473,11.8280886221008,0
0,2.01267516090769,0.536542464919764,0
0,7.35579613744135,0.219604658320483,1.23431603885878
0,0.365265360377793,1.75178301224178,0.798295648110838
0,0.568878850749027,0.516247137838787,1.09416833294574
0,4.22421042547969,7.58127335519395,60.4746086742769
0,2.96898399126648,0.452444082603263,15.7998080096406
0,0.533015846325439,0.198837197086702,0.929360245789191
0,2.18287458314583,5.84022452213456,2.72039040946143
0,1.91475159416654,2.11300646349648,4.49488397525902
0,3.05628584024965,6.79317526771143,2.29101054268341
0,1.46508779939745,0.0944025022897479,1.60048613772144
0,28.360700056521,2.35782730711057,0.482026602490285
0,0.268612870906682,0.25835087859871,1.57691065039289
0,41.4427894405321,0.196238371121572,13.3099942275885
0,8.61103039502711,3.63050995980621,0.419943646088048
0,1.94743773078818,27.6106511826118,3.15230613195863
